OBJECTID,ID,SPECIES,STREET,HOUSE_NUMBER,TOWN,SEASON_PLANTED,ObservationDate_baseline,SiteType_baseline,LandUse_baseline,DBH_baseline,DBH_Height_baseline,DBH2_baseline,DBH2_Height_baseline,Height_baseline,Width_baseline,Mortality_baseline,BasalSprouts_baseline,Vigor_baseline,Condition_baseline,Comments_baseline,NOTES_baseline,SiteType_2023,LandUse_2023,DBH_2023,DBH_Height_2023,DBH2_2023,DBH2_Height_2023,Height_2023,Width_2023,Mortality_2023,BasalSprouts_2023,Vigor_2023,Condition_2023,Comments_2023,Crew_Initials_2023,EditDate,Editor,SHADE,ORNAMENTAL,EVERGREEN,LONGITUDE,LATITUDE,POINT_X,POINT_Y,Scientific.Name
1368,13564,White Fir,ASHBURNHAM RD,22,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,5.8,54,0,0,30,14,Alive,0,1,Good,,AN RC CB,6/26/2023,ANelson_clarku,0,0,1,175450.7386,893565.1057,-71.7976834,42.29217878,Abies concolor
1369,13565,White Fir,ASHBURNHAM RD,22,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,6.1,54,0,0,28.5,16,Alive,0,1,Good,,AN RC CB,6/26/2023,ANelson_clarku,0,0,1,175450.7972,893560.4628,-71.79768249,42.29213698,Abies concolor
1370,13566,White Fir,ASHBURNHAM RD,22,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,4.7,54,0,0,18,12,Alive,0,1,Good,,AN RC CB,6/26/2023,ANelson_clarku,0,0,1,175450.4284,893556.1138,-71.79768678,42.29209781,Abies concolor
1371,13567,White Fir,ASHBURNHAM RD,22,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,6.1,54,0,0,24,12.5,Alive,0,1,Good,,AN RC CB,6/26/2023,ANelson_clarku,0,0,1,175449.2366,893551.7881,-71.79770105,42.29205883,Abies concolor
1372,13568,White Fir,ASHBURNHAM RD,22,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,5.2,54,0,0,21.6,13,Alive,0,1,Good,,AN RC CB,6/26/2023,ANelson_clarku,0,0,1,175449.1038,893546.8159,-71.79770245,42.29201406,Abies concolor
1373,13569,White Fir,ASHBURNHAM RD,22,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.5,54,0,0,15.4,10.2,Alive,0,1,Good,,AN RC CB,6/26/2023,ANelson_clarku,0,0,1,175458.1064,893571.7291,-71.79759434,42.29223864,Abies concolor
1374,13570,White Fir,ASHBURNHAM RD,22,Worcester,Spring 2011,6/26/2014,Front Yard,Single-family,0,0,0,0,0,0,Standing Dead,N,0,0,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN RC CB,6/26/2023,ANelson_clarku,0,0,1,175449.9088,893542.2768,-71.79769249,42.29197323,Abies concolor
1375,13571,Hophornbeam,ASHBURNHAM RD,22,Worcester,Spring 2011,6/25/2015,Back Yard,Single-Family,1.1,,0,,15,7.375,Alive,,1,Good,  ,,BY,SFR-D,3.2,54,0,0,16.4,20.5,Alive,0,1,Good,,AN RC CB,6/26/2023,ANelson_clarku,1,0,0,175455.8844,893565.2966,-71.79762101,42.29218066,Ostrya
1376,13572,White Fir,ASHBURNHAM RD,22,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.2,54,0,0,16,8,Alive,0,1,Good,,AN RC CB,6/26/2023,ANelson_clarku,0,0,1,175465.8528,893571.9821,-71.79750041,42.29224116,Abies concolor
1377,13573,Fringetree,ASHBURNHAM RD,22,Worcester,Spring 2011,6/24/2015,Back Yard,Single-Family,1.4,2.58,0,,9.5,6.958333333,Alive,,1,Good,  ,,BY,SFR-D,4.2,45,0,0,15,14.5,Alive,0,1,Good,,AN RC CB,6/26/2023,ANelson_clarku,0,1,0,175462.4637,893560.2146,-71.79754101,42.29213511,Chionanthus virginicus
1378,13574,White Fir,ASHBURNHAM RD,22,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,1.8,54,0,0,9,10,Alive,0,1,Fair,"Trunk damage, tree leaning",AN RC CB,6/26/2023,ANelson_clarku,0,0,1,175463.567,893571.4536,-71.79752811,42.29223633,Abies concolor
1379,13575,White Fir,ASHBURNHAM RD,22,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,4.4,54,0,0,15.4,11.5,Alive,0,1,Good,,AN RC CB,6/26/2023,ANelson_clarku,0,0,1,175454.3716,893568.3323,-71.79763948,42.29220794,Abies concolor
1380,13576,White Fir,ASHBURNHAM RD,22,Worcester,Spring 2011,,back yard,single family,2.13,4.5,NA,N/A,19,11.95833333,Alive,N,2,Fair,  back of tree has lots of dieback,,BY,SFR-D,4.7,54,0,0,18.6,10,Alive,0,1,Good,Overgrown with vines,AN RC CB,6/26/2023,ANelson_clarku,0,0,1,175455.9838,893571.0859,-71.79762005,42.29223278,Abies concolor
1381,13577,White Fir,ASHBURNHAM RD,22,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.9,54,0,0,15.6,9,Alive,0,1,Good,,AN RC CB,6/26/2023,ANelson_clarku,0,0,1,175467.9825,893572.8789,-71.79747463,42.2922493,Abies concolor
1382,13578,White Fir,ASHBURNHAM RD,22,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN RC CB,6/26/2023,ANelson_clarku,0,0,1,175463.567,893571.4536,-71.79752811,42.29223633,Abies concolor
1383,13579,White Fir,ASHBURNHAM RD,22,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN RC CB,6/26/2023,ANelson_clarku,0,0,1,175451.5194,893549.5549,-71.79767327,42.2920388,Abies concolor
1384,13580,Sweetgum,ASHBURNHAM RD,6,Worcester,Spring 2011,6/24/2015,Front Yard,Single-Family,2.9,,0,,15.83333333,8.875,Alive,,2,Fair, Dieback on top ,,FY,SFR-D,10.1,45,0,0,28.1,25.75,Alive,0,1,Good,,AN RC CB,6/26/2023,ANelson_clarku,1,0,0,175568.5882,893551.9712,-71.79625382,42.29206422,Liquidambar styraciflua
1385,13613,Snow Goose Cherry,BARBER AVE,299,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,MP,INST,7.4,54,2.4,54,15.9,23,Alive,1,1,Good,,AR KS AP NG,6/26/2023,ARichmondCrosset_clarku,0,1,0,175489.1839,894084.2074,-71.79723915,42.29685338,prunus serrulata
1386,13614,Sargent Cherry,BARBER AVE,299,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,,,,,3.5 ft to impervious surface Ask Katherine A. about the location of trees ,,MP,INST,6.8,50,0,0,14.9,20.5,Alive,0,1,Good,,AR KS AP NG,6/26/2023,ARichmondCrosset_clarku,0,1,0,175482.5069,894081.5962,-71.79732001,42.29682966,Prunus sargentii
1387,13615,Snow Goose Cherry,BARBER AVE,299,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,,,,,3.5 ft to impervious surface Ask Katherine A. about the location of trees ,,MP,INST,7.1,37,0,0,14.2,15,Alive,0,2,Good,,AR KS AP NG,6/26/2023,ARichmondCrosset_clarku,0,1,0,175489.1839,894084.2074,-71.79723915,42.29685338,prunus serrulata
1388,13616,Japanese Tree Lilac,BARNARD RD,113,Worcester,Spring 2011,6/24/2015,Front Yard,Single-Family,2.5,,0,,16,9.333333333,Alive,,1,Good,  ,,FY,SFR-D,6.1,54,0,0,19.6,15,Alive,0,1,Good,,AN RC CB,6/26/2023,ANelson_clarku,0,1,0,175536.736,893491.1691,-71.79663749,42.29151583,Syringa reticulata
1389,13617,Japanese Tree Lilac,BARNARD RD,126,Worcester,Spring 2011,6/26/2014,Back Yard,Single-family,0,0,0,0,0,0,Removed/Missing,N,0,0,  ,,BY,SFR-D,5.4,54,0,0,18.5,14.5,Alive,0,1,Good,The point was in the wrong location,AN RC CB,6/26/2023,ANelson_clarku,0,1,0,175466.3697,893507.1817,-71.79749141,42.29165779,Syringa reticulata
1390,13618,Kousa Dogwood,BARNARD RD,126,Worcester,Spring 2011,6/24/2015,Back Yard,Single-Family,1.1,,1,,9,9.375,Alive,,1,Good,  ,,BY,SFR-D,2,35,1.7,35,9.2,10.5,Alive,1,1,Good,,AN RC CB,6/26/2023,ANelson_clarku,0,1,0,175449.8263,893503.8759,-71.79769187,42.29162751,Cornus kousa
1391,13619,Kousa Dogwood,BARNARD RD,126,Worcester,Spring 2011,6/24/2015,Back Yard,Single-Family,1.3,,1.2,,10.5,10.625,Alive,,1,Good, Multi stems (4) ,,BY,SFR-D,2.3,35,1.8,35,11.5,13.75,Alive,0,1,Good,,AN RC CB,6/26/2023,ANelson_clarku,0,1,0,175454.182,893498.4594,-71.79763882,42.29157888,Cornus kousa
1392,13620,Sweetgum,BARNARD RD,126,Worcester,Spring 2011,6/25/2015,Back Yard,Single-Family,1.5,,0,,14.83333333,5.041666667,Alive,,2,Fair,Lots of dieback at branch tiops.  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN RC CB,6/26/2023,ANelson_clarku,1,0,0,175458.0142,893526.4816,-71.79759354,42.29183128,Liquidambar styraciflua
1393,13642,Japanese Stewartia,BAY STATE RD,121,Worcester,Spring 2011,6/26/2014,Front Yard,Single-family,1.1,4.5,0,0,11,5.75,Alive,N,1,Good,  ,,FY,SFR-D,1.9,54,0,0,11.3,8.5,Alive,0,1,Good,,RC TH NG,6/13/2023,THonnef_clarku,0,1,0,176521.8767,894684.3403,-71.78474022,42.302288,Stewartia pseudocamellia
1394,13645,White Fir,BAYBERRY RD,7,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,Removed/Missing,,,,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AP NG AR KS,6/26/2023,apai_clarku,0,0,1,175793.9142,894103.7399,-71.79354457,42.29703873,Abies concolor
1395,13646,White Fir,BAYBERRY RD,7,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,Removed/Missing,,,,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AP NG AR KS,6/26/2023,apai_clarku,0,0,1,175803.4131,894105.55,-71.79342946,42.29705532,Abies concolor
1396,13647,White Fir,BAYBERRY RD,7,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,Removed/Missing,,,,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AP NG AR KS,6/26/2023,apai_clarku,0,0,1,175784.1104,894102.3941,-71.79366341,42.29702631,Abies concolor
1397,13648,White Fir,BAYBERRY RD,7,Worcester,Spring 2011,6/25/2015,Back Yard,Single-Family,2.3,,0,,12,5.333333333,Alive,,1,Good,  ,,BY,SFR-D,5.1,54,0,0,20.3,11.75,Alive,0,1,Good,,KS NG AP AR,6/26/2023,KSmart_clarku,0,0,1,175787.233,894103.3116,-71.79362558,42.29703467,Abies concolor
1398,13649,White Fir,BAYBERRY RD,7,Worcester,Spring 2011,6/25/2015,Back Yard,Single-Family,2,,0,,11,6.208333333,Alive,,1,Good,  ,,BY,SFR-D,3.2,54,0,0,13.4,10,Alive,0,1,Good,,KS AR NG AP,6/26/2023,KSmart_clarku,0,0,1,175806.4224,894105.8969,-71.79339298,42.29705854,Abies concolor
1399,13650,White Fir,BAYBERRY RD,7,Worcester,Spring 2011,6/25/2015,Back Yard,Single-Family,1.6,,0,,10,6.041666667,Alive,N,1,Good,  ,,BY,SFR-D,5.4,54,0,0,20.4,11.5,Alive,0,1,Good,,KS AP AR NG,6/26/2023,KSmart_clarku,0,0,1,175790.6553,894103.3409,-71.79358408,42.29703504,Abies concolor
1400,13651,White Fir,BAYBERRY RD,7,Worcester,Spring 2011,6/25/2015,Back Yard,Single-Family,1.9,,0,,0,0,,N,,,  ,,BY,SFR-D,5.2,54,0,0,22.6,13.5,Alive,0,1,Good,,KS AP AR NG,6/26/2023,KSmart_clarku,0,0,1,175797.1789,894104.0723,-71.793505,42.29704182,Abies concolor
1401,13652,White Fir,BAYBERRY RD,7,Worcester,Spring 2011,6/25/2015,Back Yard,Single-Family,1.9,,0,,9,5,Alive,N,1,Good,  ,,BY,SFR-D,3,54,2.9,54,12.9,11.5,Alive,0,1,Good,,KS NG AR AP,6/26/2023,KSmart_clarku,0,0,1,175800.6604,894104.6549,-71.7934628,42.29704718,Abies concolor
1402,13653,White Fir,BAYBERRY RD,7,Worcester,Spring 2011,6/25/2015,Back Yard,Single-Family,1.9,,0,,10,6,Alive,N,1,Good,  ,,BY,SFR-D,4.2,54,0,0,18.3,11.75,Alive,0,1,Good,,KS AR AP NG,6/26/2023,KSmart_clarku,0,0,1,175781.9217,894101.8732,-71.79368993,42.29702155,Abies concolor
1403,13654,White Fir,BAYBERRY RD,7,Worcester,Spring 2011,6/25/2015,Back Yard,Single-Family,1.6,,0,,9,4.666666667,Alive,,1,Good,  ,,BY,SFR-D,3.2,54,0,0,12.6,7.5,Alive,0,2,Fair,,KS AR NG AP,6/26/2023,KSmart_clarku,0,0,1,175810.9203,894106.6927,-71.79333847,42.29706584,Abies concolor
1404,13655,Colorado Spruce,BAYBERRY RD,7,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,Removed/Missing,,,,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AP NG AR KS,6/26/2023,apai_clarku,0,0,1,175816.8443,894120.6587,-71.79326721,42.29719176,Picea pungens
1405,13656,Colorado Spruce,BAYBERRY RD,7,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,Removed/Missing,,,,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AP NG AR KS,6/26/2023,apai_clarku,0,0,1,175820.4137,894115.5749,-71.79322371,42.2971461,Picea pungens
1406,13657,Colorado Spruce,BAYBERRY RD,7,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,Removed/Missing,,,,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AP NG AR KS,6/26/2023,apai_clarku,0,0,1,175816.3762,894122.5466,-71.79327297,42.29720874,Picea pungens
1407,13658,Colorado Spruce,BAYBERRY RD,7,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,Removed/Missing,,,,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AP NG AR KS,6/26/2023,apai_clarku,0,0,1,175819.4424,894116.7803,-71.79323554,42.29715692,Picea pungens
1408,13659,Colorado Spruce,BAYBERRY RD,7,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,Removed/Missing,,,,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AP NG AR KS,6/26/2023,apai_clarku,0,0,1,175817.6793,894119.4788,-71.79325703,42.29718116,Picea pungens
1409,13660,Colorado Spruce,BAYBERRY RD,7,Worcester,Spring 2011,6/25/2015,,Single-Family,0,,0,,0,0,Removed/Missing,,,,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,,6/6/2023,NGeron_clarku,0,0,1,175820.6444,894113.513,-71.79322083,42.29712754,Picea pungens
1410,13661,Colorado Spruce,BAYBERRY RD,7,Worcester,Spring 2011,6/25/2015,Back Yard,Single-Family,1.2,,0,,7.5,5.416666667,Alive,,2,Fair,  ,,BY,SFR-D,1.9,54,0,0,10.2,8.25,Alive,0,1,Good,,KS AR NG AP,6/26/2023,KSmart_clarku,0,0,1,175814.4671,894124.3973,-71.79329619,42.29722534,Picea pungens
1411,13662,White Fir,BAYBERRY RD,7,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,Removed/Missing,,,,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AP NG AR KS,6/26/2023,apai_clarku,0,0,1,175788.5816,894103.5089,-71.79360923,42.29703649,Abies concolor
1412,13663,White Fir,BAYBERRY RD,7,Worcester,Spring 2011,6/25/2015,,,0,,0,,0,0,Removed/Missing,,,,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AP NG AR KS,6/26/2023,apai_clarku,0,0,1,175808.8696,894106.3746,-71.79336332,42.29706291,Abies concolor
1413,13667,Sargent Cherry,BELLINGHAM RD,3,Worcester,Spring 2011,6/25/2014,Front Yard,Single-family,3.05,4.5,0,0,14,9.65,Alive,N,1,Good,  ,,FY,SFR-D,14.3,24,0,0,16.4,19.5,Alive,0,1,Fair,Trunk damage,AN TH,6/14/2023,THonnef_clarku,0,1,0,176197.3291,895000.303,-71.78868924,42.30512274,Prunus sargentii
1414,13669,Sargent Cherry,BELLINGHAM RD,5,Worcester,Spring 2011,6/25/2014,Front Yard,Single-family,3.3,4.5,0,0,13.5,9.75,Alive,N,1,Good,  ,,FY,SFR-D,0,0,0,0,0,0,Stump,0,0,,,AN AR,6/27/2023,ANelson_clarku,0,1,0,176230.1905,894999.8917,-71.78829067,42.30512004,Prunus sargentii
1415,13671,Snow Goose Cherry,BEVERLY RD,274,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,9.2,54,0,0,22,26,Alive,0,1,Good,,KS TH,6/15/2023,THonnef_clarku,0,1,0,176499.7791,894610.3134,-71.78500522,42.30162089,prunus serrulata
1416,13672,Crabapple,BEVERLY RD,288,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,6,37,0,0,15,20.5,Alive,0,1,Good,,KS TH,6/15/2023,THonnef_clarku,0,1,0,176453.1669,894658.2201,-71.78557246,42.30205078,Malus sylvestris 
1417,13766,Sargent Cherry,BLUE BELL RD,8,Worcester,Spring 2011,6/26/2014,Back Yard,Single-family,1.1,4.5,0,0,15,8.5,Alive,N,1,Fair,  ,,BY,SFR-D,4.3,42,0,0,23.7,16.5,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,1,0,176483.3299,896238.8254,-71.78527076,42.31628161,Prunus sargentii
1418,13767,Japanese Tree Lilac,BLUE BELL RD,8,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,2.3,54,3.55,54,22.1,15.5,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,1,0,176451.6317,896233.7551,-71.78565507,42.31623501,Syringa reticulata
1419,13768,Crabapple,BLUE BELL RD,8,Worcester,Spring 2011,6/26/2014,Back Yard,Single-family,1,4.5,0,0,10,5.08,Alive,N,1,Good,Leaf spotting  ,,BY,SFR-D,3.4,54,0,0,15,15.5,Alive,0,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,1,0,176466.0525,896233.7286,-71.78548014,42.3162352,Malus sylvestris 
1420,13821,Cherry,BRIGHTON RD,34,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,12.1,32,0,0,18,26,Alive,0,1,Fair,,AN AR,6/27/2023,ANelson_clarku,0,1,0,176327.6802,894864.3649,-71.78710275,42.30390287,Prunus
1421,13822,Kousa Dogwood,BRIGHTON RD,34,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,4.2,30,0,0,11.5,5.5,Alive,0,1,Good,,AN AR,6/27/2023,ANelson_clarku,0,1,0,176335.7378,894842.3834,-71.78700413,42.30370522,Cornus kousa
1422,13823,Snow Goose Cherry,BRIGHTON RD,58,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,3.6,54,2.1,54,15.9,16,Alive,0,1,Good,,AN AR,6/27/2023,ANelson_clarku,0,1,0,176412.4521,894821.2913,-71.78607287,42.30351766,prunus serrulata
1423,13835,American Arborvitae,BROOKS ST,338,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,JATHRC,6/22/2023,racolon_clarku,0,0,1,175383.5327,897379.5831,-71.79866028,42.32651774,Thuja occidentalis
1424,13836,American Arborvitae,BROOKS ST,338,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,3,54,1.6,54,16.5,6.25,Alive,0,1,Good,,JATHRC,6/22/2023,racolon_clarku,0,0,1,175383.5335,897379.5839,-71.79866027,42.32651774,Thuja occidentalis
1425,13837,American Arborvitae,BROOKS ST,338,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,4.3,54,4,54,17.5,6.25,Alive,0,1,Good,,JATHRC,6/22/2023,racolon_clarku,0,0,1,175383.5334,897379.5838,-71.79866027,42.32651774,Thuja occidentalis
1426,13838,American Arborvitae,BROOKS ST,338,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,4.3,54,4,54,18.5,6.25,Alive,0,1,Good,,JATHRC,6/22/2023,racolon_clarku,0,0,1,175383.5333,897379.5837,-71.79866028,42.32651774,Thuja occidentalis
1427,13839,American Arborvitae,BROOKS ST,338,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,4.1,54,3.7,54,18.5,6.25,Alive,0,1,Good,,JATHRC,6/22/2023,racolon_clarku,0,0,1,175383.5331,897379.5835,-71.79866028,42.32651774,Thuja occidentalis
1428,13840,American Arborvitae,BROOKS ST,338,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,3.5,54,2.5,54,19,6.25,Alive,0,1,Good,,JATHRC,6/22/2023,racolon_clarku,0,0,1,175383.533,897379.5834,-71.79866028,42.32651774,Thuja occidentalis
1429,13841,American Arborvitae,BROOKS ST,338,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,1.3,54,4.2,54,19,6.25,Alive,0,1,Good,,JATHRC,6/22/2023,racolon_clarku,0,0,1,175383.5329,897379.5833,-71.79866028,42.32651774,Thuja occidentalis
1430,13842,American Arborvitae,BROOKS ST,338,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,4.3,54,0,0,19.5,6.25,Alive,0,1,Good,,JATHRC,6/22/2023,racolon_clarku,0,0,1,175383.5328,897379.5832,-71.79866028,42.32651774,Thuja occidentalis
1431,13843,American Arborvitae,BROOKS ST,338,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,5,54,2.8,54,19,6.25,Alive,0,1,Good,,JATHRC,6/22/2023,racolon_clarku,0,0,1,175383.5325,897379.5829,-71.79866028,42.32651774,Thuja occidentalis
1432,13844,American Arborvitae,BROOKS ST,338,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,4.5,54,3.2,54,19,6.25,Alive,0,1,Good,,JATHRC,6/22/2023,racolon_clarku,0,0,1,175383.5324,897379.5828,-71.79866029,42.32651773,Thuja occidentalis
1433,13845,American Arborvitae,BROOKS ST,338,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,2.7,54,4,54,18.5,6.25,Alive,0,1,Good,,JATHRC,6/22/2023,racolon_clarku,0,0,1,175383.5323,897379.5827,-71.79866029,42.32651773,Thuja occidentalis
1434,13846,American Arborvitae,BROOKS ST,338,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,4.1,54,1.4,54,18,6.25,Alive,0,1,Good,,JATHRC,6/22/2023,racolon_clarku,0,0,1,175383.5322,897379.5826,-71.79866029,42.32651773,Thuja occidentalis
1435,13847,American Arborvitae,BROOKS ST,338,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,5.2,54,3,54,18.5,6.25,Alive,0,1,Good,,JATHRC,6/22/2023,racolon_clarku,0,0,1,175383.5321,897379.5825,-71.79866029,42.32651773,Thuja occidentalis
1436,13848,American Arborvitae,BROOKS ST,338,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,JATHRC,6/22/2023,racolon_clarku,0,0,1,175388.3268,897377.0409,-71.79860201,42.326495,Thuja occidentalis
1437,13849,American Arborvitae,BROOKS ST,338,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.7,54,3,54,17,6.25,Alive,0,1,Good,,RC JA TH,6/22/2023,THonnef_clarku,0,0,1,175383.5332,897379.5836,-71.79866028,42.32651774,Thuja occidentalis
1438,13850,American Arborvitae,BROOKS ST,338,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,4,54,3.5,54,18.5,6.25,Alive,0,1,Good,,JATHRC,6/22/2023,racolon_clarku,0,0,1,175383.5326,897379.583,-71.79866028,42.32651774,Thuja occidentalis
1439,13889,Carolina Silverbell,BURNCOAT ST,127,Worcester,Spring 2011,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-A,7.85,54,0,0,20.8,27.5,Alive,0,1,Good,,CB CK AS,6/29/2023,CBate_clarku,0,1,0,176079.1743,893853.1419,-71.79007495,42.29479142,Halesia carolina
1440,13890,Colorado Spruce,BURNCOAT ST,127,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-A,0,6.9,0,0,22.6,14.5,Alive,0,1,Good,,CB RC AR,7/6/2023,CBate_clarku,0,0,1,176114.9582,893848.6598,-71.78964083,42.29475216,Picea pungens
1441,13893,American Arborvitae,BURNCOAT ST,212,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,CB AR,6/13/2023,CBate_clarku,0,0,1,176111.3982,894515.7442,-71.78971148,42.30075771,Thuja occidentalis
1442,13894,Honeylocust,BURNCOAT ST,212,Worcester,Spring 2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,11.7,0,0,0,35.5,20.1,Alive,0,1,Good,,CB AR,6/13/2023,CBate_clarku,1,0,0,176122.0618,894501.1211,-71.78958155,42.30062639,Gleditsia
