OBJECTID,ID,OID_,SPECIES,STREET,HOUSE_NUMBER,TOWN,SEASON_PLANTED,Observation_Date_baseline,SiteType_baseline,LandUse_baseline,DBH_baseline,DBH_Height_baseline,DBH2_baseline,DBH2_Height_baseline,Height_baseline,Width_baseline,Mortality_baseline,BasalSprouts_baseline,Vigor_baseline,Condition_baseline,Comments_1,Comments_2,Comments_3,NOTES,SiteType_2023,LandUse_2023,DBH_2023,DBH_Height_2023,DBH2_2023,DBH2_Height_2023,Height_2023,Width_2023,Mortality_2023,BasalSprouts_2023,Vigor_2023,Condition_2023,Comments_2023,Crew_Initials,SHADE,ORNAMENTAL,EVERGREEN,EditDate,Editor,x,y,Scientific.Name
1085,12460,1886,Beech,COLLINS ST,60,Worcester,Fall 2011,6/25/2014,Front Yard,Single-family,0.5,4.5,1.3,1.6,0.5,2,Alive,N,1-25%,Fair,Weed whacker damage and some leaf damage,,,,FY,SFR-D,2.8,0,2.2,0,21.2,14.5,Alive,0,1,Good,,"cb, an, rc",1,0,0,6/20/2023,CBate_clarku,,,Fagus
1086,12461,2147,Red Oak,COLLINS ST,60,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0.9,47,0,0,7.25,5.5,Alive,0,1,Good,,"cb, an, rc",1,0,0,6/20/2023,CBate_clarku,,,Quercus rubra
1087,12462,6778,Red Oak,QUINAPOXET LN,86,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,7.5,54,0,0,29.7,25.5,Alive,0,1,Good,,AN JA CK,1,0,0,7/6/2023,ANelson_clarku,,,Quercus rubra
1088,12463,6779,Red Oak,QUINAPOXET LN,86,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,7,54,0,0,29,24.5,Alive,0,1,Good,,AN JA CK,1,0,0,7/6/2023,ANelson_clarku,,,Quercus rubra
1089,12464,62,Juniper,AIRLIE ST,47,Worcester,Fall 2011,6/23/2015,Back Yard,Single-family,1.61,4.5,0,,10.16666667,6.875,Alive,N,26-50%,Fair,,,,,BY,SFR-D,5.7,41,0,0,20,14,Alive,0,1,Fair,b'56696e65732067726f77696e6720696e746f206272616e636865732e20446f65736e89dbaa74207365656d20746f20626520636f6e73747261696e696e672067726f7774682e2042657272696573206f6e206272616e636865732e',KS AP CK,0,0,1,6/7/2023,KSmart_clarku,,,Juniperus
1090,12465,55,Kousa Dogwood,AIRLIE ST,47,Worcester,Fall 2011,6/23/2015,Back Yard,Single-family,1.54,4.5,0,,8.25,4.291666667,Alive,Y,1-25%,Fair,,Pink Basil Growth; scarring on trunk,,,BY,SFR-D,3,38,1.8,35,16.4,18.25,Alive,1,1,Good,"Single family home, side/front yard.",A,0,1,0,6/7/2023,KSmart_clarku,,,Cornus kousa
1091,12466,1483,Fringetree,BURNCOAT ST,237,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"KS, TH",0,1,0,6/15/2023,THonnef_clarku,,,Chionanthus virginicus
1092,12467,1494,Japanese Tree Lilac,BURNCOAT ST,237,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,4.3,51,0,0,18,12,Alive,0,1,Good,,"KS, TH",0,1,0,6/15/2023,THonnef_clarku,,,Syringa reticulata
1093,12468,5520,Kousa Dogwood,MICHIGAN RD,29,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,4.6,30,0,0,9.6,11,Alive,1,1,Good,,"CK, JA, TH",0,1,0,6/26/2023,THonnef_clarku,,,Cornus kousa
1094,12469,8454,Serviceberry,SUMMERHILL AVE,40,Worcester,Fall 2011,6/25/2015,Front yard,Single-family,0.72,4.5,0,,9.083333333,8.791666667,Alive,N,1-25%,Good,,Broken branch,,,FY,SFR-D,3.5,12,0.6,12,13.7,21.3,Alive,0,1,Good,,"RC, CB, TH",0,1,0,6/7/2023,THonnef_clarku,,,Amelanchier
1095,12488,2743,Beech,EUSTIS ST,43,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,7.5,0,Alive,0,1,Good,,"CK, an",1,0,0,6/22/2023,CKluchman_clarku,,,Fagus
1096,12491,2960,Colorado Spruce,FRANCIS ST,84,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-D,3.8,54,0,0,10,9,Alive,0,1,Good,,"NG, TH, AR",0,0,1,6/8/2023,THonnef_clarku,,,Picea pungens
1097,12492,3087,Colorado Spruce,FRANCIS ST,84,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-D,2.4,54,0,0,13.6,11,Alive,0,1,Good,,"NG, TH, AR",0,0,1,6/8/2023,THonnef_clarku,,,Picea pungens
1098,12493,2966,Honeylocust,FRANCIS ST,84,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,7.8,33,0,0,18.3,30,Alive,0,1,Good,,"NG, TH, AR",1,0,0,6/8/2023,THonnef_clarku,,,Gleditsia
1099,12497,7358,Dawn Redwood,SANTORO RD,115,Worcester,Fall 2011,6/30/2015,Back Yard,Single-Family,1.2,,0,,8,6.583333333,Alive,N,1-25%,Good,,,,,BY,SFR-D,10.2,20,0,0,13.4,18,Alive,0,1,Good,,AP AR CB,0,0,1,6/22/2023,apai_clarku,,,Metasequoia glyptostroboides
1100,12498,7359,Hophornbeam,SANTORO RD,115,Worcester,Fall 2011,6/30/2015,Front Yard,Single-Family,1.51,,0,,13,5.916666667,Alive,N,1-25%,Good,,Herbirory and weed wacker damage,,,FY,SFR-A,0,0,0,0,0,0,Removed,0,0,,,AN JA CK,1,0,0,7/6/2023,ANelson_clarku,,,Ostrya
1101,12499,7360,Serviceberry,SANTORO RD,115,Worcester,Fall 2011,6/30/2015,Front Yard,Single-Family,0.7,,0.75,,9,8.375,Alive,N,1-25%,Good,,Splits low,,,FY,SFR-A,2.8,25,1.4,25,16.5,23,Alive,1,1,Good,,AP AR CB,0,1,0,6/22/2023,apai_clarku,,,Amelanchier
1102,12501,9127,Cherry,WHITMARSH AVE,178,Worcester,Fall 2011,6/25/2015,back yard,single family,4.7,3.5,NA,,29.5,17.16666667,Alive,N,76-100%,Critical,,Lots of trunk damage -- homeowner runs a daycare and kids peeled off some of the bark,Serious damage on cambium; lots of dieback,,BY,SFR-D,7.9,32,0,0,15.6,20.1,Alive,0,1,Good,,Aaron,0,1,0,6/6/2023,THonnef_clarku,,,Prunus
1103,12502,9128,Crabapple,WHITMARSH AVE,178,Worcester,Fall 2011,6/25/2015,Back Yard,Single-family,2.4,4.5,0,,10.66666667,11.20833333,Alive,N,1-25%,Good,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,Kids from daycare picked at bark,Everyone,0,1,0,6/6/2023,THonnef_clarku,,,Malus sylvestris 
1104,12506,3639,Ginkgo,HILLCROFT AVE,64,Worcester,Fall 2011,6/19/2015,Back yard,Single-family,0.93,,0,,9.25,4.833333333,Alive,Y,1-25%,Good,,Weed wacker damage,,,BY,SFR-D,4.1,54,2.4,54,19.8,18,Alive,0,1,Good,,"KS, TH, NG",1,0,0,6/6/2023,THonnef_clarku,,,Ginkgo biloba
1105,12507,3636,Ginkgo,HILLCROFT AVE,64,Worcester,Fall 2011,6/19/2015,Back yard,Single-family,1.2,,0,,10.5,4.958333333,Alive,N,1-25%,Good,,Browning Leaves,,,BY,SFR-D,3.7,52,0,0,12.7,11,Alive,0,1,Good,,"KS, NG, TH",1,0,0,6/6/2023,THonnef_clarku,,,Ginkgo biloba
1106,12508,3638,Red Oak,HILLCROFT AVE,64,Worcester,Fall 2011,6/19/2015,Front yard,Single-family,2.5,,0,,17.83333333,9.625,Alive,N,1-25%,Good,,,,,FY,SFR-D,12.2,54,0,0,35,32.5,Alive,0,1,Good,,"NG, TH, KS",1,0,0,6/6/2023,THonnef_clarku,,,Quercus rubra
1107,12509,3637,Littleleaf Linden,HILLCROFT AVE,67,Worcester,Fall 2011,6/19/2015,Back yard,Single-family,2.12,,0,,17.33333333,6.458333333,Alive,N,1-25%,Good,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,Everyone,1,0,0,6/6/2023,THonnef_clarku,,,Tilia cordata
1108,12510,3640,Littleleaf Linden,HILLCROFT AVE,67,Worcester,Fall 2011,6/19/2015,Front yard,Single-family,2.34,,0,,16.33333333,12.45833333,Alive,Y,1-25%,Good,,"Large basal sprouts, holes in leaves",,,FY,SFR-D,9.1,44,0,0,32.5,22.5,Alive,0,1,Good,Invasive everywhere!!,"NG, KS, AP",1,0,0,6/6/2023,THonnef_clarku,,,Tilia cordata
1109,12511,4750,Cherry,LYNDALE RD,8,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,,"KS, TH",0,1,0,6/15/2023,THonnef_clarku,,,Prunus
1110,12512,4749,Crabapple,LYNDALE RD,8,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,3.8,21,0,0,8,9,Alive,1,1,Good,,"cb, rc, ar",0,1,0,7/6/2023,CBate_clarku,,,Malus sylvestris 
1111,12513,4748,Japanese Tree Lilac,LYNDALE RD,8,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,,"KS, TH",0,1,0,6/15/2023,THonnef_clarku,,,Syringa reticulata
1112,12549,6252,Japanese tree lilac,PARK VILLA AVE,8,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,5.2,18,0,0,18.2,14,Alive,0,1,Good,Was listed as stewartia,Jathrc,NA,NA,NA,6/22/2023,racolon_clarku,,,NA
1113,12555,2812,Beech,FRANCIS ST,55,Worcester,Fall 2011,6/25/2014,Back Yard,Single-family,0,0,0,0,0,0,Removed/Missing,N,0,0,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,could not access,"CK, an, rc",1,0,0,6/8/2023,CKluchman_clarku,,,Fagus
1114,12556,2810,Beech,FRANCIS ST,55,Worcester,Fall 2011,6/25/2014,Back Yard,Single-family,0.4,4.5,0,0,6,5.42,Alive,N,1-25%,Good,,,,,BY,SFR-D,3.8,38,0,0,14.7,13,Alive,0,1,Good,,"CK, an, rc",1,0,0,6/8/2023,CKluchman_clarku,,,Fagus
1115,12557,2814,Blackgum,FRANCIS ST,55,Worcester,Fall 2011,6/25/2014,Back Yard,Single-family,0,0,0,0,0,0,Removed/Missing,N,0,0,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,could not access,,1,0,0,6/8/2023,CKluchman_clarku,,,Nyssa sylvatica
1116,12558,2811,Japanese Stewartia,FRANCIS ST,55,Worcester,Fall 2011,6/25/2014,Back Yard,Single-family,0.7,4.5,0,0,10,3.79,Alive,N,1-25%,Good,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,0,NA,could not access,"CK, an, rc",0,1,0,6/8/2023,CKluchman_clarku,,,Stewartia pseudocamellia
1117,12559,2813,Littleleaf Linden,FRANCIS ST,55,Worcester,Fall 2011,6/25/2014,Back Yard,Single-family,1.5,4.5,0,0,10,5.625,Alive,N,1-25%,Good,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,could not access,"CK, an, rc",1,0,0,6/8/2023,CKluchman_clarku,,,Tilia cordata
1118,12583,4164,Littleleaf Linden,KENWOOD AVE,36,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,8.8,54,0,0,35.3,8.5,Alive,0,1,Good,,AN RC CB,1,0,0,6/26/2023,ANelson_clarku,,,Tilia cordata
1119,12584,4166,Serviceberry,KENWOOD AVE,36,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,2.2,54,1.9,54,19,16.5,Alive,0,1,Good,,AN RC CB,0,1,0,6/26/2023,ANelson_clarku,,,Amelanchier
1120,12585,2596,Fringetree,DIXFIELD ST,43,Worcester,Fall 2011,7/2/2015,Front Yard,Single-Family,0.57,,0,,7,4.5,Alive,,1-25%,Good,,Damage on leaves,,,FY,SFR-A,3.6,29,1.3,24,11.7,12.5,Alive,1,1,Good,,KS AP JA,0,1,0,6/20/2023,KSmart_clarku,,,Chionanthus virginicus
1121,12586,2592,Ginkgo,DIXFIELD ST,43,Worcester,Fall 2011,7/2/2015,Back Yard,Single-Family,0,,0,,0,0,Unknown,,,,,"No permission, blocked by fences",,,BY,SFR-A,0,0,0,0,0,0,Removed,0,0,,b'5468657265207761732061207374756d7020696e20746865206261636b796172642c206469646e89dbaa74206c6f6f6b206c696b652067696e676b6f2e204e6f2047696e676b6f73',KS AP JA,1,0,0,6/20/2023,KSmart_clarku,,,Ginkgo biloba
1122,12587,2594,Japanese Tree Lilac,DIXFIELD ST,43,Worcester,Fall 2011,7/2/2015,Front Yard,Single-Family,1.12,,0,,10.41666667,4.375,Alive,,1-25%,Good,,Weedwacker damage on lower trunk,,,FY,SFR-A,3,54,0,0,13.1,8,Alive,0,1,Good,,KS AP JA,0,1,0,6/20/2023,KSmart_clarku,,,Syringa reticulata
1123,12588,581,Kousa Dogwood,BEVERLY RD,291,Worcester,Fall 2011,1899-12-30,Unknown,No owner and fenced yard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,11.9,0,Alive,0,1,Good,No ow,"KS, TH",0,1,0,6/15/2023,THonnef_clarku,,,Cornus kousa
1124,12589,580,White Fir,BEVERLY RD,291,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,21.9,0,Alive,0,1,Good,,"KS, TH",0,0,1,6/15/2023,THonnef_clarku,,,Abies concolor
1125,12592,3300,Cherry,GREENDALE AVE,39,Worcester,Fall 2011,6/24/2015,Front yard,Single-family,2.9,4.5,0,,15,9.375,Alive,Y,1-25%,Good,,Weedwhacker & other trunk damage,,,FY,SFR-D,10,36,0,0,16.2,19,Alive,0,2,Fair,heavy trunk damage,"cb, ck, ar",0,1,0,6/6/2023,CBate_clarku,,,Prunus
1126,12598,7362,Serviceberry,SANTORO RD,116,Worcester,Fall 2011,6/30/2015,Front Yard,Single-Family,0.76,,0.84,,10,7.5,Alive,N,1-25%,Good,,,,,FY,SFR-D,2.8,40,1.8,40,11.1,12,Alive,0,1,Good,,AP AR CB,0,1,0,6/22/2023,apai_clarku,,,Amelanchier
1127,12689,7265,Linden,SACHEM AVE,27,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,7.9,54,0,0,25.6,35,Alive,0,1,Good,b'497489dbaa732061637475616c6c79206120486f6e65796c6f637573',KSARRC,1,0,0,6/12/2023,racolon_clarku,,,Tilia
1128,12690,7268,White Fir,SACHEM AVE,27,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,KSARRC,0,0,1,6/12/2023,racolon_clarku,,,Abies concolor
1129,12735,5486,White Fir,MEOLA AVE,55,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,0,0,0,0,0,0,Unknown,0,0,,b'487567652066656e63652c206e6f206f6e6520616e7377657265642c20636f756c646e89dbaa74206163636573732e',KS AP JA,0,0,1,6/20/2023,KSmart_clarku,,,Abies concolor
1130,12736,5488,White Fir,MEOLA AVE,55,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,0,0,0,0,0,0,Unknown,0,0,,b'4269672066656e636520636f756c646e89dbaa7420616363657373',KS AP JA,0,0,1,6/20/2023,KSmart_clarku,,,Abies concolor
1131,12737,5489,White Fir,MEOLA AVE,55,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,0,0,0,0,0,0,Unknown,0,0,,b'4e6f206f6e6520686f6d652c20687567652066656e63652c20636f756c646e89dbaa7420617373657373',KS AP JA,0,0,1,6/20/2023,KSmart_clarku,,,Abies concolor
1132,12738,5490,White Fir,MEOLA AVE,55,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,0,0,0,0,0,0,Unknown,0,0,,b'487567652066656e63652c206e6f206f6e6520686f6d652c20636f756c646e89dbaa7420616363657373',KS AP JA,0,0,1,6/20/2023,apai_clarku,,,Abies concolor
1133,12739,106,Colorado Spruce,ACUSHNET AVE,119,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"AR, NG",0,0,1,6/14/2023,ARichmondCrosset_clarku,,,Picea pungens
1134,12740,105,Linden,ACUSHNET AVE,119,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-D,3.5,54,0,0,15.5,12,Alive,0,1,Good,,"AR, NG",1,0,0,6/14/2023,ARichmondCrosset_clarku,,,Tilia
1135,12748,2493,Dawn Redwood,DAVIDSON RD,41,Worcester,Fall 2011,6/23/2015,Back Yard,Single-family,1.7,4.5,0,,13,7.708333333,Alive,N,1-25%,Good,,Check if location ID is correct,,,BY,SFR-D,0,0,0,0,18.5,0,Alive,0,1,Good,,"NG, cb, th",0,0,1,6/27/2023,CBate_clarku,,,Metasequoia glyptostroboides
1136,12749,2498,Dawn Redwood,DAVIDSON RD,41,Worcester,Fall 2011,6/23/2015,Back Yard,Single-family,1.9,4.5,0,,13.83333333,8.416666667,Alive,N,1-25%,Good,,,,,BY,SFR-D,0,0,0,0,28.6,0,Unknown,0,1,Good,,"Ng, cb, th",0,0,1,6/27/2023,CBate_clarku,,,Metasequoia glyptostroboides
1137,12750,2495,Dawn Redwood,DAVIDSON RD,41,Worcester,Fall 2011,6/23/2015,Back Yard,Single Family,1.5,4.5,0,,13,5.875,Alive,N,1-25%,Good,,,,,BY,SFR-D,0,0,0,0,10,0,Unknown,0,1,Good,,"Ng, cb, th",0,0,1,6/27/2023,CBate_clarku,,,Metasequoia glyptostroboides
1138,12751,2489,Ginkgo,DAVIDSON RD,41,Worcester,Fall 2011,6/23/2015,,,0,,0,,0,0,Removed/Missing,,,,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,Ng,1,0,0,6/21/2023,NGeron_clarku,,,Ginkgo biloba
1139,12752,8774,Honeylocust,UNCATENA AVE,46,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN JA CK,1,0,0,7/6/2023,ANelson_clarku,,,Gleditsia
1140,12753,8775,Sweetgum,UNCATENA AVE,46,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN JA CK,1,0,0,7/6/2023,ANelson_clarku,,,Liquidambar styraciflua
1141,12754,3817,Colorado Spruce,HYDE ST,8,Worcester,Fall 2011,6/17/2014,Back Yard,Single-family,1.91,4.5,0,0,6.5,5.17,Alive,N,1-25%,Good,,,,,BY,SFR-D,6.5,54,0,0,16.9,10.5,Alive,0,1,Good,,AN RC CK,0,0,1,6/8/2023,ANelson_clarku,,,Picea pungens
1142,12755,3810,Juniper,HYDE ST,8,Worcester,Fall 2011,6/17/2014,Front Yard,Single-family,0.95,4.5,0,0,8,4.08,Alive,N,1-25%,Good,,,,,FY,SFR-D,5.2,54,0,0,14.9,10.5,Alive,0,2,Fair,,"CK, an, rc",0,0,1,6/8/2023,CKluchman_clarku,,,Juniperus
1143,12756,3816,Juniper,HYDE ST,8,Worcester,Fall 2011,6/17/2014,Front Yard,Single Family,1.4,,1.75,,12,9.416666667,Alive,N,1-25%,Good,,,Vines growing on tree,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,"the one on the very end, unsure if actually correct. we could find 6/7","CK, an, rc",0,0,1,6/8/2023,CKluchman_clarku,,,Juniperus
1144,12757,3813,Juniper,HYDE ST,8,Worcester,Fall 2011,6/17/2014,Front Yard,Single-family,1.43,4.5,0,0,9,4.96,Alive,N,1-25%,Good,A few brown leaves,,,,FY,SFR-D,5,54,0,0,17.1,11.75,Alive,0,3,Fair,"about half of leaves are dead, but no markings on bark","CK, an, rc",0,0,1,6/8/2023,CKluchman_clarku,,,Juniperus
1145,12758,3811,Juniper,HYDE ST,8,Worcester,Fall 2011,6/17/2014,Front Yard,Single-family,0.88,4.5,0,0,8.83,5.17,Alive,N,1-25%,Good,A few yellowing leaves,,,,FY,SFR-D,4.7,54,0,0,20.7,7,Alive,0,2,Fair,"bottom branches broken, bark exposed, vines","CK, an, rc",0,0,1,6/8/2023,CKluchman_clarku,,,Juniperus
1146,12759,3812,Juniper,HYDE ST,8,Worcester,Fall 2011,6/17/2014,Front Yard,Single-family,1.11,4.5,0,0,8.5,3.21,Alive,N,1-25%,Good,,,,,FY,SFR-D,4.2,54,0,0,19.3,10.5,Alive,0,4,Poor,"clinging on to life, only a few branches have needles, lots of vines","CK, an, rc",0,0,1,6/8/2023,CKluchman_clarku,,,Juniperus
1147,12760,3814,Juniper,HYDE ST,8,Worcester,Fall 2011,6/17/2014,Front Yard,Single-family,1.27,4.58,0,0,9,3.5,Alive,N,1-25%,Good,A  few brown leaves,,,,FY,SFR-D,5.2,54,0,0,21.7,15,Alive,0,2,Good,"some vines, inner leaves are dead","CK, an, rc",0,0,1,6/8/2023,CKluchman_clarku,,,Juniperus
1148,12761,3815,Juniper,HYDE ST,8,Worcester,Fall 2011,6/17/2014,Front Yard,Single-family,1.43,4.5,0,0,9,4.21,Alive,N,1-25%,Good,A few brown leaves,,,,FY,SFR-D,5.7,54,0,0,20.2,12.75,Alive,0,2,Good,the outermost tree left,"CK, an, rc",0,0,1,6/8/2023,CKluchman_clarku,,,Juniperus
1149,12762,3818,Littleleaf Linden,HYDE ST,8,Worcester,Fall 2011,6/17/2014,Back Yard,Single-family,1.75,4.5,0,0,9.5,6.04,Alive,N,1-25%,Good,"Trunk damage spilt bark, minor insect damage",,,,BY,SFR-D,9.1,54,0,0,34.8,21.5,Alive,0,1,Good,"Marks at base of trunk, maybe insects?","CK, an, rc",1,0,0,6/8/2023,CKluchman_clarku,,,Tilia cordata
1150,12768,3754,Beech,HOUSATONIC ST,36,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN JA CK,1,0,0,7/6/2023,ANelson_clarku,,,Fagus
1151,12769,3755,Blackgum,HOUSATONIC ST,36,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,0,0,0,0,0,0,Removed,0,0,,,"cb, rc, ck",1,0,0,6/15/2023,CBate_clarku,,,Nyssa sylvatica
1152,12770,3756,Honeylocust,HOUSATONIC ST,36,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,3.2,0,0,0,21.5,22.25,Alive,0,1,Good,,"cb, rc, ck",1,0,0,6/15/2023,CBate_clarku,,,Gleditsia
1153,12864,962,Beech,BIRMINGHAM RD,6,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,3.6,54,0,0,21.5,15.5,Alive,0,1,Good,,"CK, JA, TH",1,0,0,6/26/2023,THonnef_clarku,,,Fagus
1154,12865,963,Blackgum,BIRMINGHAM RD,6,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,4.5,52,0,0,11.1,15,Alive,0,1,Good,,"CK, JA, TH",1,0,0,6/26/2023,THonnef_clarku,,,Nyssa sylvatica
1155,12874,8724,Colorado Spruce,TYSON RD,21,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,3.5,31,0,0,10.3,10,Alive,0,1,Good,,AN KS NG CK,0,0,1,6/22/2023,ANelson_clarku,,,Picea pungens
1156,12875,8728,Colorado Spruce,TYSON RD,21,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,6.4,54,0,0,16.7,11.5,Alive,0,1,Good,,KS AN CK NG,0,0,1,6/22/2023,KSmart_clarku,,,Picea pungens
1157,12876,8734,Colorado Spruce,TYSON RD,21,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN KS NG CK,0,0,1,6/22/2023,ANelson_clarku,,,Picea pungens
1158,12877,8729,White Fir,TYSON RD,21,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN KS NG CK,0,0,1,6/22/2023,ANelson_clarku,,,Abies concolor
1159,12878,8726,White Fir,TYSON RD,21,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN KS NG CK,0,0,1,6/22/2023,ANelson_clarku,,,Abies concolor
1160,12879,8732,White Fir,TYSON RD,21,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AN KS CK,0,0,1,6/22/2023,ANelson_clarku,,,Abies concolor
1161,12885,7253,Japanese Tree Lilac,ROWENA ST,55,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,5.3,54,0,0,22.7,11.8,Alive,0,1,Good,,"CK, CB, RC",0,1,0,6/15/2023,CKluchman_clarku,,,Syringa reticulata
